duration,orig_bytes,resp_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,version,cipher,curve,certificate,label
159.758637,1674,5381,11,2134,11,5833,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6e893c7d7d242edee470e77982a02cd298b11378dac88824c00d09ad5c1efc95,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.676177,3733,4865,18,4497,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"8f9bd31ab4e43b40115d19e0718e5747041793faadeb1ca45504eddd6bc02db6,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
8.867666,3733,4865,17,4445,15,5852,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
68.419095,4373,4865,18,5125,18,5972,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.771557,13987,4865,26,15059,18,5972,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.697266,3733,4865,18,4497,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
0.76686,1371,6195,14,1951,12,6683,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
1.199366,1101,62112,59,3505,56,64465,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6e893c7d7d242edee470e77982a02cd298b11378dac88824c00d09ad5c1efc95,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
160.395705,1674,5380,11,2134,10,5788,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"8f9bd31ab4e43b40115d19e0718e5747041793faadeb1ca45504eddd6bc02db6,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
300.013908,3562,4865,18,4302,16,5517,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"f0a2337ac82d5e44ec91229acda8f8cb3ba64f7cf7e98829b858c5d75981f9cb,f9690880819f06cdcc0b2f224b207f2af6003fb57339b8679a160fa95208d62d",1
28.592532,3733,4865,18,4497,17,6001,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.667421,3733,4865,18,4497,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
299.938978,3818,4865,20,4662,18,6041,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.698551,5082,4865,19,5886,18,6041,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
22.846393,3493,4865,17,4217,17,6001,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
11851.21439,454656,203543,1851,528817,1289,256916,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
4537.403134,179107,464134,2702,466302,3137,1075416,TLSv12,TLS_RSA_WITH_AES_128_CBC_SHA256,-,"b029a9e57466a045963e2f95253dadaf86a8eceebf633ac905537a78a6c50d9d,973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6",1
7.108449,555,385934,277,18091,272,401534,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",1
4.17914,555,386624,267,16579,271,402172,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
5.285253,555,388385,272,17479,270,403881,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
7.413534,555,389115,283,19702,279,413488,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
4.000478,555,389183,259,16295,276,406439,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
4.147404,555,388565,253,15487,272,402717,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
4.802028,555,386528,277,19199,276,402336,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
3.558986,555,383956,240,14967,270,398004,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
4.285068,555,386308,270,17294,275,404960,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,secp256r1,"a127330f1b400ddb5852b84f1fe9d37c5576a0ad2f803d77ea60dcfb8fe9463f,19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0",0
116.619001,1591,31327,47,3631,42,41656,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"9dee441cd8efdc4e4b849b330d028d71afe2e1c4f80fbc9aaad8077513130e02,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
128.338561,1125,7136,23,2355,18,8092,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"23e8bda1f0dab5585fc3ebd238d371a09b7977ab5dbf76db0816ad020fc378a5,02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0,4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da",1
128.324319,815,43340,44,3608,39,45388,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"62b605efe1918bb126cb80a702e3ae5fb71d1f4d284fb4b42e3460932ef2e191,f9690880819f06cdcc0b2f224b207f2af6003fb57339b8679a160fa95208d62d",1
12.260759,652,6412,16,1500,9,4004,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"9dee441cd8efdc4e4b849b330d028d71afe2e1c4f80fbc9aaad8077513130e02,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
12.405665,598,5672,16,1458,11,6252,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"23e8bda1f0dab5585fc3ebd238d371a09b7977ab5dbf76db0816ad020fc378a5,02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0,4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da",1
5.362678,815,27403,54,3399,49,48450,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"62b605efe1918bb126cb80a702e3ae5fb71d1f4d284fb4b42e3460932ef2e191,f9690880819f06cdcc0b2f224b207f2af6003fb57339b8679a160fa95208d62d",1
0.116933,524,2209,8,936,4,2425,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,f70ea48e1900bcc348829ac949e9d55fdcec0a4ab9e8f854177530e9f0ccfdc9,1
0.097949,375,2246,8,799,5,2514,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,f70ea48e1900bcc348829ac949e9d55fdcec0a4ab9e8f854177530e9f0ccfdc9,1
